bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc,exp,di
0,23100,42862,63916,DebtCon,Office,5,0,0,182.93,1,26,35.584,2,C
0,23100,72712,185787,,Other,10,0,0,362.18,1,16,31.867,3,B
0,23100,109498,156191,DebtCon,Mgr,15,0,0,186.2,0,25,33.794,3,B
0,23100,64601,100170,DebtCon,Office,2,0,0,156.68,0,21,34,1,B
0,23100,235937,266793,HomeImp,Self,5,1,0,242.61,2,51,36.887,2,C
0,23200,184526,237546,DebtCon,ProfEx,2,0,0,291.63,0,26,39.484,1,C
0,23200,62811,99320,DebtCon,Office,3,0,0,166.86,1,21,36.071,,C
0,23200,96345,135081,DebtCon,ProfEx,,0,0,217.48,0,20,26.8,1,B
0,23200,112948,159050,DebtCon,Mgr,16,0,0,189.84,0,25,33.494,3,B
1,23200,129355,171709,DebtCon,ProfEx,0,0,0,328.51,0,30,40.048,1,C
0,23200,96043,140090,DebtCon,ProfEx,21,0,0,162.64,0,24,39.205,3,C
1,23200,14511,81579,DebtCon,Other,7,0,3,272.94,0,23,47.121,2,E
0,23200,40905,81651,DebtCon,ProfEx,6,0,0,274,0,19,40.109,2,C
0,23200,131804,171144,DebtCon,ProfEx,6,0,0,197.77,0,37,19.779,2,A
0,23200,144542,176611,DebtCon,ProfEx,5,,,179.24,5,42,40.823,2,C
0,23300,82472,110321,DebtCon,Other,,0,0,174.24,2,25,37.913,1,C
0,23300,103162,135013,DebtCon,Mgr,9,1,0,188.94,5,18,40.671,3,C
0,23300,81144,106102,DebtCon,Mgr,7,0,0,288.37,1,28,33.271,2,B
0,23300,65310,89959,DebtCon,Other,2,0,0,89.79,1,30,33.986,1,B
0,23300,143821,177028,HomeImp,Mgr,8,0,0,320.92,0,16,44.753,3,E
1,23300,36000,,DebtCon,Other,19,4,0,113.57,2,20,44,3,M
1,23300,84083,107407,DebtCon,Self,2,0,1,153.23,6,23,44,1,M
0,23300,61496,102823,HomeImp,ProfEx,18,0,0,649.75,1,24,20.873,3,A
1,23300,71734,100072,DebtCon,ProfEx,6,0,7,122.8,0,21,34.53,2,B
0,23300,27793,50177,DebtCon,Other,16,0,0,136.4,1,24,28.053,3,B
1,23300,103783,132612,DebtCon,Sales,1,0,,120.35,0,19,203.312,1,E
0,23300,91957,135827,DebtCon,ProfEx,,0,1,203.07,0,20,27.833,1,B
0,23300,88825,104609,HomeImp,,8,,,,,,28.013,3,B
0,23300,89847,136259,DebtCon,ProfEx,,0,0,210.02,0,21,29.78,1,B
0,23400,64332,95770,HomeImp,Office,13,0,0,128.24,0,13,35.158,3,C
0,23400,81379,105005,DebtCon,Other,,0,0,186.89,1,24,37.89,1,C
0,23400,91165,99564,HomeImp,,8,,,,,,28.979,3,B
0,23400,72262,94646,DebtCon,Other,2,0,0,106,1,29,31.841,1,B
0,23400,89427,106590,HomeImp,,6,,,,,,29.372,2,B
0,23400,48549,68957,DebtCon,Office,6,0,0,172.81,1,27,34.457,2,B
0,23400,125750,165732,DebtCon,ProfEx,6,0,0,195.08,0,38,20.733,2,A
0,23400,97865,120172,DebtCon,Self,2,0,0,200.58,1,26,36.399,1,C
0,23400,35634,61149,DebtCon,Other,,0,0,204.64,0,13,41.115,1,D
0,23400,89226,119604,DebtCon,Self,3,0,0,221.68,1,26,34.556,,B
0,23400,90924,116819,DebtCon,Other,24,0,0,245.9,1,27,40.857,3,C
0,23400,45766,66192,DebtCon,Other,26,0,0,284.78,2,32,35.937,3,C
0,23500,95289,122273,HomeImp,Mgr,9,0,0,118.62,1,23,30.447,3,B
0,23500,,90205,HomeImp,Other,9,0,0,169.01,0,16,38.699,3,C
0,23500,90246,119320,DebtCon,Other,22,0,0,239.26,1,26,41.337,3,D
1,23500,52457,77436,DebtCon,Other,16,0,0,,0,0,33.569,3,B
0,23500,18989,51607,DebtCon,Other,26,0,1,206.77,0,24,27.551,3,B
0,23500,44952,70191,DebtCon,Office,6,0,0,164.96,1,26,35.788,2,C
0,23500,68049,93394,DebtCon,Mgr,6,0,0,191.11,2,18,32.133,2,B
0,23500,133197,168990,DebtCon,Other,8,1,0,214.28,0,19,36.643,3,C
0,23500,48286,81958,DebtCon,Mgr,6,0,0,248.86,2,25,32.467,2,B
1,23500,54816,87000,DebtCon,Other,3.5,0,1,223.2,0,17,44,2,M
1,23500,,143168,DebtCon,Office,10,,,,,,35.734,3,C
0,23500,,131203,HomeImp,Other,0,0,0,318.85,3,21,31.084,1,B
0,23500,146371,179434,DebtCon,ProfEx,6,,,195.18,4,43,39.945,2,C
0,23500,75708,102198,DebtCon,Mgr,2,,,231.43,5,23,42.18,1,D
0,23500,,59600,DebtCon,Other,26,0,0,127.8,0,9,44,3,M
0,23500,90129,141785,DebtCon,ProfEx,23,1,0,159,0,25,40.332,3,C
0,23500,37858,60890,DebtCon,Other,2,0,0,110.06,0,17,19.268,1,A
0,23500,65587,87101,DebtCon,Other,3,0,0,83.24,2,30,32.032,,B
0,23500,62742,111921,DebtCon,ProfEx,15,0,3,282.98,0,36,27.148,3,B
0,23500,132737,285749,HomeImp,Mgr,4,0,0,213.39,0,14,31.236,2,B
0,23500,94109,97194,DebtCon,ProfEx,1,1,0,116.82,0,20,35.866,1,C
0,23500,,66217,DebtCon,Other,24,0,1,122.15,1,8,20.172,3,A
0,23500,55731,89079,DebtCon,Mgr,4,0,0,273.67,1,25,33.509,2,B
0,23500,190239,233603,DebtCon,ProfEx,3,0,0,285.33,0,27,39.916,,C
0,23500,147696,118200,,ProfEx,4,0,0,103.67,2,34,30.362,2,B
0,23500,86144,138953,DebtCon,Other,13,0,0,110.05,3,15,41.842,3,D
0,23500,62441,97293,DebtCon,Office,1,0,0,152.83,0,21,34.531,1,B
1,23500,,116983,HomeImp,Other,,0,1,143.41,0,10,35.06,1,C
0,23600,70769,183593,,Other,11,0,0,367.1,1,17,33.789,3,B
0,23600,30758,57280,DebtCon,Other,13,0,0,104.4,2,24,31.12,3,B
0,23600,87875,139025,DebtCon,Other,10,0,0,112.91,2,15,38.506,3,C
0,23600,136607,172414,DebtCon,Other,6,0,0,226.04,0,20,36.977,2,C
0,23600,,68208,DebtCon,Other,26,0,0,119.59,0,8,20.818,3,A
0,23600,50424,70281,DebtCon,Other,24,0,0,312.74,4,31,35.772,3,C
0,23600,69846,189234,,Other,11,0,0,357.81,0,17,30.564,3,B
0,23600,36438,80176,DebtCon,ProfEx,10,0,0,289.7,0,19,39.93,3,C
0,23600,57327,105411,DebtCon,ProfEx,14,0,3,276.18,0,35,29.283,3,B
0,23600,94908,101678,DebtCon,ProfEx,1,1,0,125.7,0,19,33.224,1,B
0,23600,141000,175000,DebtCon,Other,2,0,0,192.77,0,35,44,1,M
0,23600,82639,114266,DebtCon,Other,,0,0,186.16,2,25,37.944,1,C
0,23600,96452,125277,HomeImp,Mgr,11,0,0,127.36,1,23,30.986,3,B
0,23600,126254,169638,DebtCon,ProfEx,6,0,0,176.75,0,38,17.621,2,A
0,23600,82407,106431,DebtCon,Other,,0,0,169.81,0,24,39.489,1,C
0,23600,140284,182591,DebtCon,ProfEx,21,0,0,224.94,0,24,41.872,3,D
0,23600,56023,83659,DebtCon,Mgr,5,0,0,267.76,2,25,32.201,2,B
0,23700,76196,100929,DebtCon,Other,17,0,0,180.73,1,13,41.526,3,D
0,23700,,78878,DebtCon,Sales,4,0,0,408.19,0,23,24.201,2,B
0,23700,57553,101656,HomeImp,ProfEx,19,0,0,648.33,0,23,22.846,3,A
1,23700,43712,75191,DebtCon,Office,6,0,0,50.72,2,18,37.103,2,C
0,23700,,78812,DebtCon,Sales,4,0,0,412.02,0,24,25.637,2,B
0,23700,138632,186585,DebtCon,ProfEx,20,0,0,225.9,0,24,42.767,3,D
0,23700,144373,180927,DebtCon,ProfEx,5,,,175.82,5,43,40.316,2,C
0,23700,,46665,DebtCon,Other,,,,85.13,,12,24.991,1,B
0,23700,46910,75136,DebtCon,Other,10,0,0,119.23,1,19,43.83,3,E
0,23700,93734,98099,HomeImp,,8,,,,,,30.02,3,B
0,23700,62949,99295,HomeImp,Office,15,0,0,145.36,0,14,36.033,3,C
1,23700,76000,106000,DebtCon,Sales,2.6,1,0,138.97,2,38,44,,M
0,23700,82983,106877,DebtCon,Other,,0,0,177.02,2,24,40.995,1,C
0,23700,87141,140428,DebtCon,ProfEx,22,1,0,169.28,1,25,40.981,3,C
0,23700,104752,143913,HomeImp,,,,,,,,36.761,1,C
0,23700,18825,55549,DebtCon,Other,26,0,1,203.86,0,25,26.629,3,B
0,23700,58068,97948,DebtCon,Office,1,0,0,160.06,1,21,34.355,1,B
0,23800,74390,186176,,Other,10,0,0,363.14,1,16,30.271,3,B
0,23800,,71798,HomeImp,Office,6,0,0,119.71,2,5,19.625,2,A
0,23800,76390,110315,DebtCon,Mgr,7,0,0,275.96,2,29,29.714,2,B
0,23800,45279,68939,DebtCon,Other,6,0,0,77.23,1,19,35.521,2,C
1,23800,19612,77300,DebtCon,ProfEx,15,0,6,173.47,0,19,44,3,M
0,23800,188250,233800,DebtCon,ProfEx,2,0,0,307.57,1,27,36.691,1,C
1,23800,55753,87971,HomeImp,Other,1,0,0,56.67,0,13,64.776,1,E
1,23800,9124,41900,DebtCon,Other,28,0,2,120.73,1,16,44,3,M
0,23800,46884,68142,DebtCon,Other,8,0,0,59.41,1,18,35.697,3,C
0,23800,,55669,DebtCon,Other,,0,1,308.43,0,18,37.654,1,C
0,23800,101536,147601,HomeImp,ProfEx,10,0,0,161.26,1,23,32.719,3,B
0,23800,44372,67279,DebtCon,Other,6,0,0,75.81,2,19,36.53,2,C
0,23900,7500,26500,DebtCon,Other,17,3,0,126.83,2,19,44,3,M
0,23900,236803,267036,HomeImp,Self,7,0,0,252.07,1,50,38.074,2,C
0,23900,,63096,DebtCon,Other,,0,0,313.81,0,19,37.513,1,C
0,23900,21549,49842,DebtCon,Other,25,0,0,300.3,,12,30.204,3,B
0,23900,90475,136094,DebtCon,ProfEx,,0,1,207.78,0,21,30.549,1,B
0,23900,70694,95718,HomeImp,Office,11,0,0,138.17,0,13,38.561,3,C
0,23900,16082,31196,DebtCon,Other,17,2,0,123.37,1,19,26.716,3,B
0,23900,95060,134567,DebtCon,ProfEx,,0,0,194.25,0,20,27.157,1,B
0,23900,31992,57986,DebtCon,Other,,0,0,226.24,0,12,38.672,1,C
1,23900,,105700,DebtCon,Other,0.8,,,,,,44,1,M
0,23900,80406,108122,DebtCon,Other,17,0,0,211.92,0,13,41.495,3,D
0,23900,27800,43403,DebtCon,Other,27,0,0,307.62,,12,31.914,3,B
0,23900,85097,100730,HomeImp,,9,,,,,,29.509,3,B
0,23900,90244,120751,DebtCon,Self,3,0,0,194.99,1,26,35.406,,C
0,23900,55284,92305,DebtCon,Other,7,0,0,241.08,1,19,37.48,2,C
0,23900,,62276,DebtCon,Other,26,0,0,127.02,0,8,20.408,3,A
0,23900,140328,183533,HomeImp,Mgr,8,0,0,322.79,0,17,45.413,3,E
0,23900,87884,116559,DebtCon,Mgr,23,,0,314.39,0,42,37.988,3,C
0,23900,,151738,,,,,,,,,16.426,1,A
0,24000,43427,68308,DebtCon,Other,25,0,0,302.77,2,31,34.872,3,B
0,24000,96072,122441,HomeImp,Mgr,10,0,0,127.74,1,24,33.608,3,B
0,24000,31243,50602,HomeImp,Self,3,1,,135.2,,11,25.357,,B
0,24000,144975,180539,DebtCon,ProfEx,6,,,193.12,5,43,39.594,2,C
0,24000,43948,86111,HomeImp,Other,24,0,0,258.3,0,7,26.618,3,B
1,24000,88783,116967,DebtCon,Self,2,0,0,171.51,5,23,56.962,1,E
1,24000,19500,38000,DebtCon,Other,,0,1,198.9,,17,44,1,M
0,24000,16997,45000,DebtCon,Other,25,0,0,118.67,1,11,44,3,M
0,24000,137000,204963,HomeImp,ProfEx,5,0,0,189.7,1,28,44,2,M
0,24000,114196,150000,DebtCon,Mgr,4,0,0,289.13,0,25,44,2,M
0,24000,59300,88000,DebtCon,Other,16,0,0,97.93,1,17,44,3,M
1,24000,35000,,DebtCon,Self,3,1,0,177.5,0,16,44,,M
1,24000,136000,,DebtCon,ProfEx,3,1,6,303.29,1,27,44,,M
1,24000,18655,48800,HomeImp,Other,3,0,0,65.97,3,12,44,,M
0,24000,239568,266430,HomeImp,Self,7,0,0,243.73,3,50,35.872,2,C
0,24000,111488,163796,DebtCon,Mgr,15,0,0,185.8,0,25,32.23,3,B
0,24000,17575,50375,DebtCon,Other,23,0,0,135.76,0,11,22.981,3,A
1,24100,164155,225184,HomeImp,Self,2,,,,,,31.564,1,B
0,24100,57041,92081,DebtCon,Other,7,0,0,230.06,0,19,35.897,2,C
0,24100,77435,113000,DebtCon,ProfEx,10,0,1,124.77,0,19,44,3,M
1,24100,30951,58000,DebtCon,Mgr,11,0,4,36.5,0,12,44,3,M
0,24100,184697,238729,DebtCon,ProfEx,2,0,0,317.69,0,26,37.782,1,C
0,24100,61811,97086,DebtCon,Other,6,0,0,222.63,1,19,34.683,2,B
0,24100,80005,102098,DebtCon,Other,18,1,0,196.25,1,12,39.759,3,C
0,24100,104442,161366,DebtCon,Mgr,14,0,0,195.64,0,25,34.541,3,B
0,24100,95549,112283,DebtCon,Other,22,0,0,243.35,0,28,39.083,3,C
0,24100,57555,90732,DebtCon,Other,8,0,0,236.96,1,19,37.935,3,C
0,24100,,49433,DebtCon,Other,,,,83.1,,13,26.149,1,B
1,24200,10286,,DebtCon,Other,24.5,0,1,216.13,4,32,44,3,M
0,24200,45902,70212,DebtCon,Other,25,0,0,303.76,3,32,35.224,3,C
0,24200,91491,141827,DebtCon,ProfEx,21,1,0,163.17,0,25,42.061,3,D
0,24200,92572,121310,HomeImp,Mgr,9,0,0,117.05,1,24,30.483,3,B
0,24200,242111,266670,HomeImp,Self,6,1,0,243,3,51,36.575,2,C
0,24200,49798,67458,DebtCon,Other,6,0,0,68.93,2,18,36.464,2,C
1,24200,121000,162900,DebtCon,Self,13,1,1,151.93,1,35,44,3,M
1,24200,37500,,,ProfEx,4,0,0,123.8,0,14,44,2,M
1,24200,39808,,DebtCon,Self,3,1,0,184.73,0,16,51.63,,E
0,24200,68477,91598,DebtCon,Other,16,0,0,88.67,0,17,32.523,3,B
0,24200,22763,47622,DebtCon,Other,23,0,0,126.92,1,10,23.041,3,A
0,24200,63229,89394,DebtCon,Other,15,0,0,84.67,0,16,35.605,3,C
0,24200,150939,183208,DebtCon,Other,1,0,0,205.78,0,34,39.656,1,C
0,24200,90626,116601,DebtCon,Self,2,0,0,226.12,1,27,34.5,1,B
0,24200,104005,158224,DebtCon,Mgr,14,0,0,175.62,0,25,33.992,3,B
0,24300,142000,175000,DebtCon,ProfEx,6,0,0,323.67,0,35,44,2,M
0,24300,70912,98353,DebtCon,ProfEx,9,1,0,126.24,3,26,36.373,3,C
0,24300,50826,68199,DebtCon,Other,7,0,0,71.18,1,19,36.496,2,C
0,24300,93520,137241,DebtCon,ProfEx,,0,0,199.76,0,20,27.472,1,B
0,24300,41323,73309,DebtCon,Other,27,0,1,298.19,2,32,36.155,3,C
0,24300,110442,138581,DebtCon,Mgr,9,2,0,175.15,4,17,40.349,3,C
0,24300,236390,262210,HomeImp,Self,6,0,0,243.08,2,50,36.907,2,C
0,24300,,144123,,,,,,,,,15.529,1,A
0,24300,55579,98320,DebtCon,ProfEx,1,0,0,187.02,0,26,33.473,1,B
0,24300,21660,48475,DebtCon,Other,26,0,0,102.78,0,10,23.248,3,A
0,24300,123686,153184,DebtCon,Mgr,4,0,0,298.28,0,25,36.337,2,C
0,24300,,60628,DebtCon,Other,23,0,0,145.29,0,9,22.985,3,A
0,24300,42276,68775,DebtCon,Other,24,0,0,309.68,2,31,32.747,3,B
0,24400,110177,145000,DebtCon,Office,5,,,293.24,2,36,44,2,M
1,24400,119000,144400,DebtCon,Mgr,33,0,2,229.3,7,36,44,3,M
1,24400,88000,119100,HomeImp,Other,12,0,0,84.23,5,19,44,3,M
0,24400,237543,261393,HomeImp,Self,3,1,0,254.52,2,50,37.907,,C
1,24400,69873,101484,DebtCon,Other,15,0,6,225.75,0,29,44,3,M
0,24400,50317,71327,DebtCon,Other,6,0,0,45.49,1,18,37.014,2,C
0,24400,87838,104468,HomeImp,,6,,,,,,30.28,2,B
0,24400,119111,154860,DebtCon,Mgr,3,0,0,296.93,0,25,38.493,,C
0,24400,147073,182069,DebtCon,Other,2,0,0,173.71,0,35,37.812,1,C
0,24400,26366,54775,DebtCon,Other,13,0,0,101.64,2,24,29.096,3,B
0,24400,,59888,DebtCon,Other,,0,0,288.23,0,19,38.581,1,C
0,24400,,28900,HomeImp,Other,24,0,0,81.17,2,15,44,3,M
0,24400,109253,158257,DebtCon,Mgr,17,0,0,193.97,0,25,34.594,3,B
0,24400,93411,140031,HomeImp,ProfEx,6,0,0,177.51,0,32,31.027,2,B
0,24400,65233,96473,DebtCon,Other,15,0,0,80.1,1,17,35.443,3,C
0,24400,91316,147837,DebtCon,ProfEx,23,0,0,170.06,0,24,42.668,3,D
0,24400,80065,118423,DebtCon,ProfEx,8,0,1,126.54,0,18,26.274,3,B
0,24400,61260,103842,DebtCon,ProfEx,1,0,0,179.54,0,26,33.59,1,B
0,24400,217533,289931,HomeImp,ProfEx,6,,3,471.89,,55,31.338,2,B
0,24400,112178,159638,DebtCon,Mgr,17,0,0,197.97,0,26,33.13,3,B
0,24400,95843,123377,DebtCon,Self,2,0,0,201.98,1,26,32.903,1,B
0,24500,33537,57048,DebtCon,Other,14,0,0,99.38,1,24,28.495,3,B
0,24500,,149489,,,,,,,,,15.443,1,A
0,24500,21470,52228,DebtCon,Other,25,0,0,124.56,0,11,23.888,3,A
0,24500,80072,107559,DebtCon,Other,18,0,0,194.88,0,12,39.21,3,C
0,24500,118251,158758,DebtCon,Mgr,2,0,0,282.65,0,24,38.845,1,C
0,24500,69615,94656,DebtCon,ProfEx,7,0,1,136.56,3,26,35.565,2,C
0,24500,134188,171658,DebtCon,Other,5,1,0,219.17,0,20,34.986,2,B
0,24500,67336,96060,DebtCon,ProfEx,8,0,1,142.34,3,25,35.98,3,C
0,24500,62490,97467,DebtCon,Other,14,0,0,96.97,1,17,34.976,3,B
1,24500,95736,134000,HomeImp,Mgr,1.5,0,1,122.5,2,20,44,1,M
0,24500,52000,84915,DebtCon,Office,0.4,0,1,93.17,0,23,44,1,M
0,24500,216787,281351,HomeImp,ProfEx,5,,4,473.81,,55,31.201,2,B
0,24500,,51623,DebtCon,Other,,,,91.86,,12,28.88,1,B
0,24500,82756,122917,DebtCon,ProfEx,11,0,1,108.65,0,18,26.127,3,B
0,24500,123319,159934,DebtCon,Mgr,2,0,0,300.63,0,25,37.786,1,C
0,24500,,35543,HomeImp,Other,21,0,0,83.11,1,15,29.856,3,B
0,24600,113034,165176,DebtCon,Mgr,15,0,0,194.84,0,26,32.77,3,B
0,24600,83099,113245,DebtCon,ProfEx,9,0,1,122.75,0,19,28.126,3,B
0,24600,71862,94704,DebtCon,Other,1,0,0,93.26,2,29,35.291,1,C
0,24600,41300,61700,DebtCon,Office,19,0,0,181.63,2,22,44,3,M
0,24600,135278,164559,DebtCon,Other,5,1,0,225.37,0,20,34.079,2,B
0,24600,,146804,,,,,,,,,17.264,1,A
1,24600,75636,112956,DebtCon,ProfEx,1,1,0,318.55,3,42,44,1,M
0,24600,221331,289991,HomeImp,ProfEx,5,,4,474.03,,55,31.463,2,B
0,24700,55435,89663,DebtCon,Mgr,7,0,0,252.62,2,26,34.742,2,B
0,24700,149235,178454,DebtCon,ProfEx,5,0,0,324.14,0,34,38.71,2,C
0,24700,111107,163926,DebtCon,Mgr,15,0,1,170.63,1,26,32.934,3,B
0,24700,23231,54024,DebtCon,Other,24,0,0,118.15,0,11,23.265,3,A
0,24700,109377,133116,DebtCon,Mgr,10,1,0,184.36,5,17,40.203,3,C
1,24700,79347,108238,DebtCon,Other,0,1,0,45.63,6,49,46.996,1,E
0,24700,53925,83056,DebtCon,Mgr,4,0,0,251.19,2,25,34.889,2,B
0,24700,44306,74197,DebtCon,Other,5,0,0,73.72,1,18,35.442,2,C
0,24700,98900,115052,DebtCon,Other,23,0,0,239.43,1,26,41.701,3,D
0,24700,77022,112172,DebtCon,Mgr,9,0,1,306.87,2,28,30.12,3,B
0,24800,,59934,DebtCon,Other,,0,1,305.68,0,18,38.03,1,C
0,24800,,63753,DebtCon,Other,,0,0,300.76,0,19,40.134,1,C
0,24800,144410,211936,HomeImp,ProfEx,3,0,0,195.07,1,28,38.926,,C
0,24800,109084,140355,DebtCon,Mgr,11,2,0,183.8,5,18,40.605,3,C
0,24800,,45167,DebtCon,Other,,,,84.74,,12,28.457,1,B
0,24800,98139,121696,DebtCon,Self,3,0,0,208.52,1,27,32.644,,B
1,24800,132000,165000,DebtCon,Mgr,19,0,0,187.67,4,35,44,3,M
1,24800,37200,67000,DebtCon,Other,10,1,8,242.47,4,23,44,3,M
0,24800,82670,106563,DebtCon,Mgr,8,0,0,302.98,2,28,30.956,3,B
0,24800,43287,72898,DebtCon,Other,8,0,0,87.01,1,18,34.031,3,B
1,24800,76220,102087,HomeImp,Mgr,6,0,1,126.64,0,32,48.57,2,E
0,24800,64537,93212,DebtCon,ProfEx,7,1,1,120.35,4,25,34.686,2,B
0,24900,46116,77519,DebtCon,Other,9,0,0,120.08,1,19,42.93,3,D
0,24900,60778,94374,DebtCon,Other,5,0,0,232.12,1,20,34.925,2,B
0,24900,17139,33269,DebtCon,Other,16,3,0,124.2,1,18,26.276,3,B
0,24900,134427,169444,DebtCon,Other,7,1,0,202.45,0,19,35.349,2,C
0,24900,89530,146815,DebtCon,ProfEx,19,1,0,164.77,1,25,39.346,3,C
0,24900,92168,143484,HomeImp,ProfEx,6,0,0,159.58,0,31,34.146,2,B
1,24900,62191,83694,HomeImp,Other,3,0,0,55.94,0,14,62.111,,E
0,24900,51155,83000,DebtCon,Other,9,1,1,139.03,3,30,44,3,M
0,24900,139241,171296,DebtCon,Other,6,1,0,220.69,0,19,35.592,2,C
1,24900,77000,115006,DebtCon,Other,10,0,0,293.23,0,36,44,3,M
0,24900,,48291,DebtCon,Other,,,,94.08,,12,25.618,1,B
1,25000,74800,105000,DebtCon,Mgr,10,0,5,163.3,2,46,44,3,M
0,25000,,60685,DebtCon,Other,,0,0,311.94,0,19,39.422,1,C
0,25000,60504,93907,DebtCon,Office,1,0,0,99.99,0,23,33.49,1,B
0,25000,95651,148280,DebtCon,ProfEx,21,1,0,154.57,0,24,42.695,3,D
1,25000,47032,75957,DebtCon,Other,9,0,7,259.47,3,22,40.788,3,C
0,25000,,62619,DebtCon,Other,26,0,0,112.97,0,8,21.264,3,A
0,25000,109000,175000,DebtCon,Sales,17,0,0,298.33,1,31,44,3,M
0,25000,94000,125000,DebtCon,Office,11,0,1,151.13,0,29,44,3,M
0,25000,99348,200000,DebtCon,Other,23,0,0,199.83,0,19,44,3,M
0,25000,149000,202500,HomeImp,Other,11,0,0,256.67,2,34,44,3,M
0,25000,177000,226000,DebtCon,ProfEx,0.4,0,0,305.13,1,33,44,1,M
0,25000,136375,236250,HomeImp,ProfEx,29,0,0,354.1,1,19,44,3,M
0,25000,23900,55700,,Office,2.5,0,0,116.63,2,7,44,,M
0,25000,19600,71000,DebtCon,Other,,2,2,93.33,2,26,44,1,M
0,25000,145000,185000,HomeImp,Self,2,0,0,176.5,1,17,44,1,M
0,25000,57459,96000,DebtCon,Other,16,0,1,133.77,0,30,44,3,M
0,25000,188545,241279,DebtCon,Other,9,0,0,102.5,2,26,44,3,M
0,25000,84000,120000,DebtCon,Other,1.5,0,0,188.77,2,25,44,1,M
0,25000,94000,141750,DebtCon,Mgr,22,0,0,209,0,13,44,3,M
0,25000,77590,108290,DebtCon,Office,10,0,1,396.73,0,45,44,3,M
0,25000,126462,207200,DebtCon,ProfEx,10,0,0,239.8,3,27,44,3,M
0,25000,89000,122000,DebtCon,ProfEx,0,1,0,193.8,3,38,44,1,M
0,25000,199000,236200,HomeImp,Other,8,0,0,133.37,1,42,44,3,M
0,25000,140000,183600,DebtCon,ProfEx,12.6,0,1,148.13,0,37,44,3,M
0,25000,22800,49523,DebtCon,Other,36,0,0,281.07,1,24,44,3,M
0,25000,,113000,DebtCon,Mgr,9,1,0,168.4,0,27,44,3,M
0,25000,65000,99000,DebtCon,ProfEx,12,0,0,283.07,1,33,44,3,M
0,25000,42632,71000,DebtCon,Other,24,,1,284.93,1,30,44,3,M
1,25000,70150,,DebtCon,Office,4,2,,104.53,0,7,44,2,M
0,25000,71700,122500,DebtCon,Office,0,0,0,303.4,1,24,44,1,M
0,25000,69300,111800,DebtCon,Other,5,0,0,95.37,2,32,44,2,M
0,25000,127491,178453,DebtCon,Mgr,1,,,120.4,,39,44,1,M
0,25000,65700,93400,DebtCon,Office,10,0,0,149.17,0,21,44,3,M
1,25000,98500,130000,DebtCon,Other,5,0,1,201.83,4,43,44,2,M
1,25000,46451,89600,DebtCon,Office,10,1,2,95.37,2,15,44,3,M
1,25000,71081,112500,DebtCon,Mgr,3,2,0,87.2,1,27,44,,M
1,25000,,,DebtCon,Other,22,0,2,203.2,0,23,44,3,M
1,25000,26743,57000,DebtCon,Other,2,0,0,90.6,3,19,44,1,M
1,25000,110048,,DebtCon,Other,1,0,1,126.4,2,24,44,1,M
1,25000,110676,,DebtCon,Sales,8,2,0,119.37,0,6,44,3,M
1,25000,184000,232760,DebtCon,Other,4,0,4,230.1,2,44,44,2,M
1,25000,160000,220000,DebtCon,Other,7,0,6,228.07,2,35,44,2,M
1,25000,82000,128325,DebtCon,Mgr,,0,1,10.13,,41,44,1,M
1,25000,95000,127000,HomeImp,ProfEx,15,1,2,296.2,2,27,44,3,M
1,25000,105750,141000,HomeImp,Office,15,1,2,305.37,2,14,44,3,M
1,25000,,72970,DebtCon,ProfEx,1.8,4,0,198.8,0,18,44,1,M
1,25000,117500,165000,DebtCon,ProfEx,17.5,0,3,239.4,1,27,44,3,M
1,25000,123184,200000,DebtCon,Other,12,0,1,160.3,1,32,44,3,M
1,25000,90000,128000,DebtCon,Other,10,1,1,73.03,5,40,44,3,M
1,25000,,48700,DebtCon,ProfEx,11,0,3,41.57,3,6,44,3,M
1,25000,101250,135000,DebtCon,Self,3,0,0,301.3,4,46,44,,M
1,25000,175225,211000,DebtCon,ProfEx,13,1,2,148.13,4,53,44,3,M
1,25000,86000,,DebtCon,Other,14,1,0,144.03,2,40,44,3,M
1,25000,59000,34000,DebtCon,Sales,10,4,2,125.83,7,23,44,3,M
1,25000,106282,167500,HomeImp,ProfEx,14,2,4,198.87,2,28,44,3,M
1,25000,68000,,DebtCon,Other,8,,1,134.77,3,33,44,3,M
1,25000,191600,231000,DebtCon,Other,,,3,106.8,1,27,44,1,M
1,25000,59841,108620,,Self,20,0,0,101.47,0,4,44,3,M
1,25000,132000,165000,DebtCon,ProfEx,10,0,0,196.83,1,29,44,3,M
1,25000,122000,151200,DebtCon,Office,1,1,6,262.33,3,30,44,1,M
1,25000,104000,188500,DebtCon,Other,0.7,0,11,194.8,1,14,44,1,M
1,25000,86000,120000,DebtCon,Mgr,6,2,1,105.53,8,16,44,2,M
1,25000,11300,154340,DebtCon,Other,19,1,5,119.67,1,21,44,3,M
1,25000,39000,72500,DebtCon,Other,3,0,1,114.67,3,22,44,,M
1,25000,112000,157000,DebtCon,Office,5.5,0,0,63.9,3,9,44,2,M
1,25000,103700,172762,DebtCon,Other,4,0,0,,0,0,44,2,M
1,25000,75110,114208,DebtCon,Mgr,3,2,0,83.05,1,27,45.744,,E
0,25000,,45764,DebtCon,Other,,,,107.14,,12,27.78,1,B
0,25000,135501,184613,DebtCon,Mgr,0,,,119.53,,39,30.659,1,B
0,25000,,35000,DebtCon,Other,10,1,,88.93,,14,44,3,M
